Category,Coconino
Total_doses_administered,160536
Total_people_one_dose,88037
Total_people_complete,78997
Total_doses_ordered,99988
total_pouluation,147275
Male-65 years and older,7958
Male-55-64 years,6198
Male-45-54 years,5622
Male-20-44 years,17523
Male-Less than 20 years,4192
Female-65 years and older,9052
Female-55-64 years,6883
Female-45-54 years,5724
Female-20-44 years,19908
Female-Less than 20 years,4861
"Black or African American, non-Hispanic",706
"Asian or Pacific Islander, non-Hispanic",1425
Hispanic or Latino,6485
Other Race,10208
Unknown,17091
"American Indian or Alaska Native, non-Hispanic",17891
"White, non-Hispanic",34231
