Category,Cochise
Total_doses_administered,124915
Total_people_one_dose,69922
Total_people_complete,61613
Total_doses_ordered,93280
total_pouluation,130808
Male-65 years and older,10877
Male-55-64 years,5270
Male-45-54 years,3889
Male-20-44 years,10144
Male-Less than 20 years,2876
Female-65 years and older,12888
Female-55-64 years,6359
Female-45-54 years,4441
Female-20-44 years,10150
Female-Less than 20 years,2936
"American Indian or Alaska Native, non-Hispanic",335
"Black or African American, non-Hispanic",1328
"Asian or Pacific Islander, non-Hispanic",1331
Unknown,9380
Other Race,10613
Hispanic or Latino,17043
"White, non-Hispanic",29892
