Category,Mohave
Total_doses_administered,162815
Total_people_one_dose,92966
Total_people_complete,77464
Total_doses_ordered,134660
total_pouluation,216985
Male-65 years and older,22051
Male-55-64 years,8730
Male-45-54 years,4555
Male-20-44 years,7689
Male-Less than 20 years,1455
Female-65 years and older,24601
Female-55-64 years,10132
Female-45-54 years,4854
Female-20-44 years,7156
Female-Less than 20 years,1581
"Black or African American, non-Hispanic",664
"American Indian or Alaska Native, non-Hispanic",966
"Asian or Pacific Islander, non-Hispanic",1340
Hispanic or Latino,6727
Unknown,15857
Other Race,16254
"White, non-Hispanic",51158
