Category,Gila
Total_doses_administered,55121
Total_people_one_dose,30053
Total_people_complete,26611
Total_doses_ordered,37760
total_pouluation,55159
Male-65 years and older,5979
Male-55-64 years,2682
Male-45-54 years,1670
Male-20-44 years,3342
Male-Less than 20 years,816
Female-65 years and older,6335
Female-55-64 years,2987
Female-45-54 years,1760
Female-20-44 years,3469
Female-Less than 20 years,951
"Black or African American, non-Hispanic",100
"Asian or Pacific Islander, non-Hispanic",262
Hispanic or Latino,1384
Other Race,4977
Unknown,5507
"American Indian or Alaska Native, non-Hispanic",6142
"White, non-Hispanic",11681
