Category,Santa Cruz
Total_doses_administered,72588
Total_people_one_dose,40458
Total_people_complete,36303
Total_doses_ordered,49512
total_pouluation,53161
Male-65 years and older,3651
Male-55-64 years,2669
Male-45-54 years,3124
Male-20-44 years,8007
Male-Less than 20 years,2710
Female-65 years and older,4422
Female-55-64 years,2703
Female-45-54 years,2966
Female-20-44 years,7398
Female-Less than 20 years,2738
"American Indian or Alaska Native, non-Hispanic",19
"Black or African American, non-Hispanic",35
"Asian or Pacific Islander, non-Hispanic",99
Other Race,2065
Unknown,2367
"White, non-Hispanic",4904
Hispanic or Latino,30969
