Category,Pima
Total_doses_administered,983510
Total_people_one_dose,550732
Total_people_complete,488976
Total_doses_ordered,625076
total_pouluation,1044675
Male-65 years and older,74115
Male-55-64 years,37675
Male-45-54 years,32923
Male-20-44 years,82188
Male-Less than 20 years,22569
Female-65 years and older,97499
Female-55-64 years,46409
Female-45-54 years,38515
Female-20-44 years,93939
Female-Less than 20 years,23937
"Black or African American, non-Hispanic",10915
"American Indian or Alaska Native, non-Hispanic",11708
"Asian or Pacific Islander, non-Hispanic",13843
Other Race,70137
Unknown,84579
Hispanic or Latino,132652
"White, non-Hispanic",226898
