Category,Arizona
Total_doses_administered,6640364
Total_people_complete,3236843
Total_doses_ordered,5219750
total_pouluation,7189020
Total_people_one_dose,3645085
Male-65 years and older,502112
Male-55-64 years,282816
Male-45-54 years,238288
Male-20-44 years,548195
Male-Less than 20 years,123178
Female-65 years and older,620063
Female-55-64 years,328823
Female-45-54 years,264253
Female-20-44 years,584553
Female-Less than 20 years,133550
"Black or African American, non-Hispanic",0.0261881410172877
"American Indian or Alaska Native, non-Hispanic",0.026607335631405
"Asian or Pacific Islander, non-Hispanic",0.0387883958810288
Unknown,0.1085500063784521
Hispanic or Latino,0.1557124182289302
Other Race,0.1728725118892975
"White, non-Hispanic",0.4712811909735988
