Category,Coconino
Total_doses_administered,211529
Total_people_one_dose,93840
Total_people_complete,79561
total_pouluation,93840
Male-65 years and older,8451
Male-55-64 years,6057
Male-45-54 years,5777
Male-20-44 years,17556
Male-Less than 20 years,6828
Female-65 years and older,9435
Female-55-64 years,6741
Female-45-54 years,5754
Female-20-44 years,20043
Female-Less than 20 years,7021
"Black or African American, non-Hispanic",825
"Asian or Pacific Islander, non-Hispanic",1720
Hispanic or Latino,7576
Other Race,8065
Unknown,11467
"American Indian or Alaska Native, non-Hispanic",23907
"White, non-Hispanic",40280
