Category,Yavapai
Total_doses_administered,281404
Total_people_one_dose,129327
Total_people_complete,108031
total_pouluation,129327
Male-65 years and older,28697
Male-55-64 years,10122
Male-45-54 years,5529
Male-20-44 years,11289
Male-Less than 20 years,3317
Female-65 years and older,34626
Female-55-64 years,12766
Female-45-54 years,6578
Female-20-44 years,11497
Female-Less than 20 years,3654
"Black or African American, non-Hispanic",644
"American Indian or Alaska Native, non-Hispanic",1544
"Asian or Pacific Islander, non-Hispanic",1659
Hispanic or Latino,9212
Other Race,19144
Unknown,19382
"White, non-Hispanic",77742
