Category,Gila
Total_doses_administered,60508
Total_people_one_dose,27334
Total_people_complete,23610
total_pouluation,27334
Male-65 years and older,6014
Male-55-64 years,2280
Male-45-54 years,1299
Male-20-44 years,2565
Male-Less than 20 years,912
Female-65 years and older,6384
Female-55-64 years,2684
Female-45-54 years,1447
Female-20-44 years,2742
Female-Less than 20 years,951
"Black or African American, non-Hispanic",96
"Asian or Pacific Islander, non-Hispanic",223
Hispanic or Latino,1583
"American Indian or Alaska Native, non-Hispanic",2964
Other Race,4403
Unknown,4586
"White, non-Hispanic",13479
