Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,6892367,23658,146748,116421,20508,8380,50640,17309,2878380,149886,62694,300093,910211,66393,184657,202197
Total_people_complete,3360247,11341,72592,57764,10216,4209,25071,8516,1425386,71415,30711,151966,455852,33379,89006,97697
Total_doses_ordered,5244710,16600,96258,89070,18830,9770,36570,18600,1557479,126080,40790,196653,615768,49212,166400,140858
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,3791665,13346,80379,65438,11343,4750,28200,9496,1641711,86033,35444,171038,511955,36652,105585,114192
Male-65 years and older,509528,1708,7577,10540,1624,546,5799,3101,176576,21130,6232,29503,71958,3553,23602,15712
Male-55-64 years,290259,919,5918,5079,959,591,2578,680,122419,8137,2847,13353,35879,2576,8277,8586
Male-45-54 years,248383,603,5278,3645,827,485,1562,311,119110,4073,1965,12088,30528,2914,4704,7465
Male-20-44 years,577589,1131,15883,9295,1931,1003,3009,494,270293,6718,3970,26821,73642,7124,9066,21096
Male-Less than 20 years,142748,2212,2839,2315,279,48,624,127,69237,1030,2568,4778,18325,2141,1794,4061
Female-65 years and older,628762,1750,8676,12482,2039,524,6156,3005,229440,23527,6693,33857,94870,4297,29458,17782
Female-55-64 years,335620,1033,6624,6103,1103,407,2876,835,141855,9536,3145,14320,44598,2604,10636,9083
Female-45-54 years,274112,654,5482,4212,738,364,1674,342,133186,4334,2014,10912,36344,2775,5493,7718
Female-20-44 years,613187,1039,18426,9256,1488,735,3128,450,295427,6194,3308,19903,85240,6450,9239,17976
Female-Less than 20 years,152144,2288,3599,2420,344,44,734,136,72420,1201,2670,4911,19639,2151,2006,4383
"Black or African American, non-Hispanic",101844,251,569,1215,67,45,93,27,62378,587,205,4764,9772,32,517,635
"American Indian or Alaska Native, non-Hispanic",102700,6400,16657,313,942,84,5504,178,35048,861,9637,8210,10510,16,1046,1482
"Asian or Pacific Islander, non-Hispanic",145367,150,1191,1270,60,48,255,70,78511,1239,368,3133,13021,94,1372,696
Unknown,410868,971,16732,8693,3658,383,5301,2592,161240,14600,1896,34659,83204,2292,26802,32828
Hispanic or Latino,616427,1603,5474,15554,1867,2097,1240,974,288473,5834,2046,26403,117966,27549,6333,47572
Other Race,645416,971,9318,10043,884,128,4715,1076,252756,15531,7669,18213,64526,1975,16213,10177
"White, non-Hispanic",1769043,3000,30438,28350,3865,1965,11092,4579,763305,47381,13623,75656,212956,4694,53302,20802
