Category,Apache
Total_doses_administered,23658
Total_people_one_dose,13346
Total_people_complete,11341
Total_doses_ordered,16600
total_pouluation,71808
Male-65 years and older,1708
Male-55-64 years,919
Male-45-54 years,603
Male-20-44 years,1131
Male-Less than 20 years,2212
Female-65 years and older,1750
Female-55-64 years,1033
Female-45-54 years,654
Female-20-44 years,1039
Female-Less than 20 years,2288
"Asian or Pacific Islander, non-Hispanic",150
"Black or African American, non-Hispanic",251
Unknown,971
Other Race,971
Hispanic or Latino,1603
"White, non-Hispanic",3000
"American Indian or Alaska Native, non-Hispanic",6400
