Category,Pinal
Total_doses_administered,300093
Total_people_one_dose,171038
Total_people_complete,151966
Total_doses_ordered,196653
total_pouluation,455210
Male-65 years and older,29503
Male-55-64 years,13353
Male-45-54 years,12088
Male-20-44 years,26821
Male-Less than 20 years,4778
Female-65 years and older,33857
Female-55-64 years,14320
Female-45-54 years,10912
Female-20-44 years,19903
Female-Less than 20 years,4911
"Asian or Pacific Islander, non-Hispanic",3133
"Black or African American, non-Hispanic",4764
"American Indian or Alaska Native, non-Hispanic",8210
Other Race,18213
Hispanic or Latino,26403
Unknown,34659
"White, non-Hispanic",75656
