Category,Navajo
Total_doses_administered,79264
Total_people_one_dose,42810
Total_people_complete,35916
Total_doses_ordered,65
total_pouluation,42810
Male-65 years and older,6756
Male-55-64 years,3300
Male-45-54 years,2403
Male-20-44 years,5173
Male-Less than 20 years,3117
Female-65 years and older,7622
Female-55-64 years,3752
Female-45-54 years,2407
Female-20-44 years,4955
Female-Less than 20 years,3292
"Black or African American, non-Hispanic",181
"Asian or Pacific Islander, non-Hispanic",353
Hispanic or Latino,2188
Unknown,2375
Other Race,7862
"White, non-Hispanic",13366
"American Indian or Alaska Native, non-Hispanic",16485
