Category,Maricopa
Total_doses_administered,4671192
Total_people_one_dose,2430513
Total_people_complete,2157109
Total_doses_ordered,65
total_pouluation,2430513
Male-65 years and older,270813
Male-55-64 years,179251
Male-45-54 years,172244
Male-20-44 years,405471
Male-Less than 20 years,109295
Female-65 years and older,339974
Female-55-64 years,202741
Female-45-54 years,187874
Female-20-44 years,434922
Female-Less than 20 years,113539
"American Indian or Alaska Native, non-Hispanic",44425
"Black or African American, non-Hispanic",87638
"Asian or Pacific Islander, non-Hispanic",116559
Unknown,182467
Hispanic or Latino,388776
Other Race,446106
"White, non-Hispanic",1164542
