Category,value
Hospitalizations,78390
Yuma,2509
Yavapai,2284
Santa Cruz,610
Pinal,5210
Pima,8463
Navajo,2008
Mohave,2587
Maricopa,49593
La Paz,296
Greenlee,57
Graham,396
Gila,836
Coconino,1606
Cochise,861
Apache,1074
Male,41131
Female,37216
65 years and older,33213
55-64 years,14342
45-54 years,11125
20-44 years,16740
Less than 20 years,2927
Unknown,2003
Other Race,3422
"Asian or Pacific Islander, non-Hispanic",1326
"Black or African American, non-Hispanic",3879
"American Indian or Alaska Native, non-Hispanic",5644
Hispanic or Latino,24732
"White, non-Hispanic",37384
