Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,1,35620,163890,127271,36664,7623,45373,14708,4671192,150259,79264,426343,1265339,83819,196722,248826
Total_people_complete,4171479,12772,77275,61960,17126,3482,21700,7021,2157109,70085,35916,203411,590689,41159,91925,117006
Total_doses_ordered,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
total_pouluation,7189020,19787,85711,69423,19298,4032,24371,7967,2430513,82488,42810,228977,657199,45444,108085,134666
Total_people_one_dose,4171479,19787,85711,69423,19298,4032,24371,7967,2430513,82488,42810,228977,657199,45444,108085,134666
Male-65 years and older,522330,2066,8810,10305,2308,494,5473,2219,270813,19042,6756,34548,86123,4344,23788,14604
Male-55-64 years,306994,1402,6008,4986,1525,370,2146,577,179251,7696,3300,17342,45433,3012,8652,9522
Male-45-54 years,275586,1072,5453,3824,1366,311,1191,292,172244,3946,2403,15593,38656,3106,4721,8488
Male-20-44 years,672279,2586,15956,10301,3288,745,2227,578,405471,6735,5173,34103,102038,8338,9313,24922
Male-Less than 20 years,184858,2672,4128,3056,809,140,553,230,109295,1409,3117,9315,28795,3200,2189,7762
Female-65 years and older,642478,2359,10032,12331,2781,494,5934,2276,339974,21530,7622,40146,112354,5235,29689,17129
Female-55-64 years,351153,1473,6801,6111,1655,314,2477,673,202741,9069,3752,19703,54743,3258,11038,10226
Female-45-54 years,298925,1055,5600,4358,1338,311,1337,347,187874,4474,2407,15995,44332,3304,5603,9418
Female-20-44 years,704076,2355,18217,10894,3306,704,2347,525,434922,6839,4955,32106,112827,8292,9443,23852
Female-Less than 20 years,193325,2739,4452,3165,910,147,628,235,113539,1579,3292,9383,30478,3303,2501,8297
"Black or African American, non-Hispanic",118176,47,653,1326,80,40,77,32,87638,512,181,7866,13262,46,480,672
"Asian or Pacific Islander, non-Hispanic",152447,106,1382,1316,88,40,198,84,116559,1178,353,4493,18679,166,1224,1032
"American Indian or Alaska Native, non-Hispanic",155424,13621,18672,303,4679,98,2351,337,44425,595,16485,8033,12606,47,1204,1025
Unknown,450058,1157,15124,9200,4114,298,5034,1827,182467,12816,2375,30552,83212,2802,24783,29909
Other Race,678647,1228,10539,11396,1527,109,4433,1163,446106,14909,7862,30348,93168,3110,16941,14823
Hispanic or Latino,733951,462,6139,16833,3345,1804,1302,1142,388776,6273,2188,35846,150178,32614,7079,59584
"White, non-Hispanic",1882776,3166,33202,29049,5465,1643,10976,3382,1164542,46205,13366,111839,286094,6659,56374,27621
