Category,Coconino
Total_doses_administered,137038
Total_people_one_dose,74822
Total_people_complete,67657
Total_doses_ordered,95710
total_pouluation,147275
Male-65 years and older,7268
Male-55-64 years,5608
Male-45-54 years,4904
Male-20-44 years,14684
Male-Less than 20 years,2214
Female-65 years and older,8350
Female-55-64 years,6348
Female-45-54 years,5187
Female-20-44 years,17188
Female-Less than 20 years,2998
"Black or African American, non-Hispanic",0.0067493517949266
"Asian or Pacific Islander, non-Hispanic",0.0145411777284756
Hispanic or Latino,0.0638849536232659
Other Race,0.1184945604234049
"American Indian or Alaska Native, non-Hispanic",0.1984309427708428
Unknown,0.2153243698377483
"White, non-Hispanic",0.382574643821336
