Category,Maricopa
Total_doses_administered,2527429
Total_people_one_dose,1454243
Total_people_complete,1236779
Total_doses_ordered,1512533
total_pouluation,4367835
Male-65 years and older,169011
Male-55-64 years,113237
Male-45-54 years,106072
Male-20-44 years,233164
Male-Less than 20 years,46674
Female-65 years and older,220140
Female-55-64 years,133327
Female-45-54 years,120252
Female-20-44 years,258970
Female-Less than 20 years,50125
"American Indian or Alaska Native, non-Hispanic",0.0217219543088741
"Black or African American, non-Hispanic",0.0363563723531762
"Asian or Pacific Islander, non-Hispanic",0.0491320914042564
Unknown,0.0956360113131024
Hispanic or Latino,0.157770743954071
Other Race,0.1590133148311527
"White, non-Hispanic",0.4803695118353672
