Category,Mohave
Total_doses_administered,148591
Total_people_one_dose,85028
Total_people_complete,71162
Total_doses_ordered,125800
total_pouluation,216985
Male-65 years and older,21001
Male-55-64 years,8049
Male-45-54 years,4010
Male-20-44 years,6559
Male-Less than 20 years,961
Female-65 years and older,23411
Female-55-64 years,9449
Female-45-54 years,4257
Female-20-44 years,6057
Female-Less than 20 years,1122
"Black or African American, non-Hispanic",572
"American Indian or Alaska Native, non-Hispanic",849
"Asian or Pacific Islander, non-Hispanic",1221
Hispanic or Latino,5655
Unknown,14521
Other Race,15415
"White, non-Hispanic",46795
