Category,Cochise
Total_doses_administered,115524
Total_people_one_dose,64784
Total_people_complete,57486
Total_doses_ordered,87630
total_pouluation,130808
Male-65 years and older,10508
Male-55-64 years,5054
Male-45-54 years,3604
Male-20-44 years,9124
Male-Less than 20 years,2231
Female-65 years and older,12445
Female-55-64 years,6079
Female-45-54 years,4191
Female-20-44 years,9127
Female-Less than 20 years,2330
"American Indian or Alaska Native, non-Hispanic",308
"Black or African American, non-Hispanic",1201
"Asian or Pacific Islander, non-Hispanic",1260
Unknown,8623
Other Race,9962
Hispanic or Latino,15278
"White, non-Hispanic",28152
