Category,Yavapai
Total_doses_administered,183619
Total_people_one_dose,104776
Total_people_complete,88763
Total_doses_ordered,165360
total_pouluation,232386
Male-65 years and older,23536
Male-55-64 years,8219
Male-45-54 years,4648
Male-20-44 years,8930
Male-Less than 20 years,1730
Female-65 years and older,29360
Female-55-64 years,10574
Female-45-54 years,5440
Female-20-44 years,9103
Female-Less than 20 years,1926
"Black or African American, non-Hispanic",507
"American Indian or Alaska Native, non-Hispanic",1036
"Asian or Pacific Islander, non-Hispanic",1356
Hispanic or Latino,6226
Other Race,16120
Unknown,26733
"White, non-Hispanic",52798
