Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,6825677,23412,145831,115524,20237,8356,50379,17274,2839052,148591,62128,297013,901109,66001,183619,200330
Total_people_complete,3346746,11288,72445,57486,10151,4205,25015,8514,1416864,71162,30564,151308,453604,33320,88763,97309
Total_doses_ordered,5232260,16600,96258,87630,18830,9770,36570,18600,1541187,125800,40790,197055,609388,48042,165360,140268
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,3748934,13177,79708,64784,11133,4734,28010,9463,1613362,85028,35047,168741,505628,36387,104776,112935
Male-65 years and older,507819,1706,7552,10508,1618,544,5782,3099,175676,21001,6193,29405,71715,3546,23536,15663
Male-55-64 years,288270,910,5892,5054,953,591,2569,678,121126,8049,2817,13231,35595,2563,8219,8528
Male-45-54 years,245529,595,5237,3604,812,485,1546,309,117111,4010,1938,11915,30200,2907,4648,7399
Male-20-44 years,568685,1107,15729,9124,1906,998,2986,491,264170,6559,3920,26385,72358,7062,8930,20853
Male-Less than 20 years,136890,2169,2738,2231,242,47,592,124,65356,961,2510,4489,17326,2100,1730,3869
Female-65 years and older,626851,1742,8639,12445,2035,523,6137,2997,228384,23411,6650,33748,94626,4291,29360,17735
Female-55-64 years,333658,1024,6612,6079,1087,406,2868,834,140589,9449,3121,14204,44307,2598,10574,9037
Female-45-54 years,271237,647,5451,4191,728,365,1662,339,131219,4257,1983,10730,35952,2760,5440,7642
Female-20-44 years,604067,1022,18260,9127,1458,729,3107,443,289214,6057,3257,19389,83910,6383,9103,17703
Female-Less than 20 years,146620,2246,3522,2330,283,44,701,135,68777,1122,2626,4654,18712,2110,1926,4182
"Black or African American, non-Hispanic",99964,244,561,1201,66,45,92,27,60909,572,196,4628,9582,29,507,618
"American Indian or Alaska Native, non-Hispanic",101589,6322,16495,308,922,84,5421,177,34596,849,9579,8085,10421,16,1036,1468
"Asian or Pacific Islander, non-Hispanic",144228,150,1184,1260,60,48,253,70,77613,1221,359,3097,12892,94,1356,681
Unknown,407298,959,16664,8623,3640,381,5271,2581,158751,14521,1877,34435,82861,2285,26733,32687
Hispanic or Latino,601873,1564,5374,15278,1816,2091,1232,970,279120,5655,1999,25860,115096,27314,6226,46848
Other Race,640494,961,9246,9962,873,127,4704,1071,249341,15415,7599,17974,63908,1971,16120,10075
"White, non-Hispanic",1753488,2977,30184,28152,3756,1958,11037,4567,753032,46795,13438,74662,210868,4678,52798,20558
