Category,Gila
Total_doses_administered,55995
Total_people_one_dose,30405
Total_people_complete,27047
Total_doses_ordered,38060
total_pouluation,55159
Male-65 years and older,6014
Male-55-64 years,2697
Male-45-54 years,1691
Male-20-44 years,3394
Male-Less than 20 years,859
Female-65 years and older,6375
Female-55-64 years,3006
Female-45-54 years,1782
Female-20-44 years,3552
Female-Less than 20 years,973
"Black or African American, non-Hispanic",100
"Asian or Pacific Islander, non-Hispanic",261
Hispanic or Latino,1410
Other Race,5021
Unknown,5559
"American Indian or Alaska Native, non-Hispanic",6245
"White, non-Hispanic",11809
