Category,La Paz
Total_doses_administered,18439
Total_people_one_dose,10166
Total_people_complete,9063
Total_doses_ordered,19400
total_pouluation,22085
Male-65 years and older,3197
Male-55-64 years,709
Male-45-54 years,350
Male-20-44 years,614
Male-Less than 20 years,194
Female-65 years and older,3094
Female-55-64 years,868
Female-45-54 years,374
Female-20-44 years,530
Female-Less than 20 years,210
"Black or African American, non-Hispanic",36
"Asian or Pacific Islander, non-Hispanic",78
"American Indian or Alaska Native, non-Hispanic",249
Hispanic or Latino,1158
Other Race,1160
Unknown,2715
"White, non-Hispanic",4770
