Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7203424,32716,150834,120779,21711,8733,52599,17713,3049387,156040,76857,315250,946982,69729,190303,213513
Total_people_complete,3477576,12005,74362,59504,10649,4287,25767,8684,1497000,73923,36827,158750,471189,35040,91300,102456
Total_doses_ordered,5297970,16600,97448,90250,19640,10440,37330,19050,1616078,129340,41410,198708,617632,49212,169790,145058
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,3965981,18427,83047,68050,12207,5034,29299,9760,1746094,89857,43323,181066,533449,39129,109245,121738
Male-65 years and older,519063,1940,7765,10736,1663,557,5899,3139,181450,21619,6909,29972,73033,3602,24006,15959
Male-55-64 years,299099,1283,6053,5178,1002,608,2642,693,127491,8464,3585,13835,36865,2622,8537,8899
Male-45-54 years,260460,1008,5447,3785,888,507,1632,327,126588,4358,2526,12857,31843,3040,4966,7855
Male-20-44 years,616017,2450,16466,9740,2059,1058,3196,535,293734,7273,5337,29735,78212,7715,9656,22720
Male-Less than 20 years,161232,2477,3171,2679,413,93,747,149,80643,1266,3057,5756,20980,2510,2016,5190
Female-65 years and older,640119,2045,8860,12699,2099,530,6249,3046,235105,24100,7593,34375,96249,4371,29965,18057
Female-55-64 years,344400,1404,6771,6264,1148,422,2937,855,146994,9860,3851,14743,45543,2668,10918,9353
Female-45-54 years,285603,1000,5593,4347,793,380,1722,356,140494,4619,2553,11569,37542,2900,5790,8102
Female-20-44 years,650881,2247,18945,9783,1671,792,3318,473,318773,6746,4704,21831,90018,7093,9831,19685
Female-Less than 20 years,169644,2563,3893,2747,460,84,895,165,83022,1395,3174,5800,22221,2539,2249,5548
"Black or African American, non-Hispanic",108070,279,600,1266,72,47,97,30,67306,625,224,5172,10380,35,576,677
"American Indian or Alaska Native, non-Hispanic",117038,10705,17315,321,1019,91,5879,210,36772,922,15508,8669,11117,17,1086,1593
"Asian or Pacific Islander, non-Hispanic",149261,165,1247,1305,63,50,260,73,81494,1294,414,3255,13494,98,1426,734
Unknown,428018,1008,16981,9119,3883,447,5455,2651,172106,15211,2189,36557,84173,2344,27393,33534
Other Race,668394,1237,9630,10341,930,140,4862,1114,267732,15963,8281,19374,67602,2031,16719,10729
Hispanic or Latino,667744,1824,5862,16546,2019,2193,1334,1031,318676,6363,2252,28739,126189,29789,6859,52605
"White, non-Hispanic",1827456,3209,31412,29152,4221,2066,11412,4651,802008,49479,14455,79300,220494,4815,55186,21866
