Category,Coconino
Total_doses_administered,151023
Total_people_one_dose,83138
Total_people_complete,74465
Total_doses_ordered,97448
total_pouluation,147275
Male-65 years and older,7773
Male-55-64 years,6059
Male-45-54 years,5450
Male-20-44 years,16488
Male-Less than 20 years,3179
Female-65 years and older,8867
Female-55-64 years,6777
Female-45-54 years,5595
Female-20-44 years,18968
Female-Less than 20 years,3899
"Black or African American, non-Hispanic",604
"Asian or Pacific Islander, non-Hispanic",1248
Hispanic or Latino,5872
Other Race,9637
Unknown,16985
"American Indian or Alaska Native, non-Hispanic",17347
"White, non-Hispanic",31445
