Category,Yavapai
Total_doses_administered,190575
Total_people_one_dose,109408
Total_people_complete,91422
Total_doses_ordered,169790
total_pouluation,232386
Male-65 years and older,24024
Male-55-64 years,8551
Male-45-54 years,4979
Male-20-44 years,9698
Male-Less than 20 years,2024
Female-65 years and older,29984
Female-55-64 years,10930
Female-45-54 years,5802
Female-20-44 years,9850
Female-Less than 20 years,2254
"Black or African American, non-Hispanic",577
"American Indian or Alaska Native, non-Hispanic",1088
"Asian or Pacific Islander, non-Hispanic",1428
Hispanic or Latino,6879
Other Race,16748
Unknown,27432
"White, non-Hispanic",55256
