Category,Arizona
Total_doses_administered,7216369
Total_people_complete,3483917
Total_doses_ordered,5297970
total_pouluation,7189020
Total_people_one_dose,3972698
Male-65 years and older,519473
Male-55-64 years,299424
Male-45-54 years,260947
Male-20-44 years,617543
Male-Less than 20 years,161917
Female-65 years and older,640583
Female-55-64 years,344701
Female-45-54 years,286036
Female-20-44 years,652329
Female-Less than 20 years,170273
"Black or African American, non-Hispanic",108385
"American Indian or Alaska Native, non-Hispanic",117222
"Asian or Pacific Islander, non-Hispanic",149440
Unknown,428637
Other Race,669467
Hispanic or Latino,669706
"White, non-Hispanic",1829841
