Category,Navajo
Total_doses_administered,76987
Total_people_one_dose,43400
Total_people_complete,36872
Total_doses_ordered,41410
total_pouluation,112825
Male-65 years and older,6921
Male-55-64 years,3590
Male-45-54 years,2534
Male-20-44 years,5352
Male-Less than 20 years,3056
Female-65 years and older,7603
Female-55-64 years,3857
Female-45-54 years,2556
Female-20-44 years,4715
Female-Less than 20 years,3182
"Black or African American, non-Hispanic",224
"Asian or Pacific Islander, non-Hispanic",415
Unknown,2191
Hispanic or Latino,2257
Other Race,8297
"White, non-Hispanic",14490
"American Indian or Alaska Native, non-Hispanic",15526
