Category,Maricopa
Total_doses_administered,3057365
Total_people_one_dose,1750474
Total_people_complete,1501313
Total_doses_ordered,1616078
total_pouluation,4367835
Male-65 years and older,181681
Male-55-64 years,127705
Male-45-54 years,126897
Male-20-44 years,294739
Male-Less than 20 years,81106
Female-65 years and older,235365
Female-55-64 years,147194
Female-45-54 years,140790
Female-20-44 years,319751
Female-Less than 20 years,83441
"American Indian or Alaska Native, non-Hispanic",36829
"Black or African American, non-Hispanic",67548
"Asian or Pacific Islander, non-Hispanic",81637
Unknown,172580
Other Race,268443
Hispanic or Latino,319910
"White, non-Hispanic",803527
