Category,Apache
Total_doses_administered,32755
Total_people_one_dose,18441
Total_people_complete,12016
Total_doses_ordered,16600
total_pouluation,71808
Male-65 years and older,1941
Male-55-64 years,1282
Male-45-54 years,1008
Male-20-44 years,2451
Male-Less than 20 years,2480
Female-65 years and older,2046
Female-55-64 years,1403
Female-45-54 years,1000
Female-20-44 years,2251
Female-Less than 20 years,2569
"Asian or Pacific Islander, non-Hispanic",165
"Black or African American, non-Hispanic",281
Unknown,1007
Other Race,1237
Hispanic or Latino,1827
"White, non-Hispanic",3211
"American Indian or Alaska Native, non-Hispanic",10713
