Category,Pinal
Total_doses_administered,235976
Total_people_one_dose,136708
Total_people_complete,113825
Total_doses_ordered,192350
total_pouluation,455210
Male-65 years and older,27296
Male-55-64 years,11393
Male-45-54 years,9437
Male-20-44 years,18528
Male-Less than 20 years,1268
Female-65 years and older,31319
Female-55-64 years,12483
Female-45-54 years,8591
Female-20-44 years,14409
Female-Less than 20 years,1431
"Asian or Pacific Islander, non-Hispanic",0.0139055505164292
"Black or African American, non-Hispanic",0.0201817011440442
"American Indian or Alaska Native, non-Hispanic",0.0438891652280774
Other Race,0.0857447991339205
Hispanic or Latino,0.1377973490944202
Unknown,0.2912923896187495
"White, non-Hispanic",0.4071890452643591
