Category,Apache
Total_doses_administered,18179
Total_people_one_dose,10840
Total_people_complete,8208
Total_doses_ordered,16600
total_pouluation,71808
Male-65 years and older,1625
Male-55-64 years,839
Male-45-54 years,490
Male-20-44 years,890
Male-Less than 20 years,1437
Female-65 years and older,1668
Female-55-64 years,943
Female-45-54 years,564
Female-20-44 years,858
Female-Less than 20 years,1521
"Asian or Pacific Islander, non-Hispanic",0.0111623616236162
"Black or African American, non-Hispanic",0.0151291512915129
Other Race,0.0447416974169742
Hispanic or Latino,0.0969557195571956
Unknown,0.1734317343173432
"White, non-Hispanic",0.2179889298892989
"American Indian or Alaska Native, non-Hispanic",0.4405904059040591
