Category,Coconino
Total_doses_administered,181385
Total_people_one_dose,89997
Total_people_complete,80095
total_pouluation,89997
Male-65 years and older,9124
Male-55-64 years,6150
Male-45-54 years,5619
Male-20-44 years,16522
Male-Less than 20 years,5061
Female-65 years and older,10317
Female-55-64 years,6972
Female-45-54 years,5721
Female-20-44 years,18820
Female-Less than 20 years,5429
"Black or African American, non-Hispanic",737
"Asian or Pacific Islander, non-Hispanic",1471
Hispanic or Latino,6617
Other Race,8284
Unknown,13030
"American Indian or Alaska Native, non-Hispanic",21179
"White, non-Hispanic",38679
