Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,8646109,42246,181385,142591,39683,8337,50414,15958,5062410,165865,88298,466652,1394216,94149,219227,274360
Total_people_complete,400318,16972,80095,64718,18052,3663,22486,7318,2254850,74048,38733,213851,614762,43058,95767,122994
total_pouluation,7189020,23273,89997,74318,20041,4151,25158,8329,2525084,85919,45693,239453,688594,48979,112288,143953
Total_people_one_dose,4374969,23273,89997,74318,20041,4151,25158,8329,2525084,85919,45693,239453,688594,48979,112288,143953
Male-65 years and older,543955,2372,9124,10736,2349,503,5648,2291,278204,19899,7050,35581,89089,4475,24826,15207
Male-55-64 years,316226,1630,6150,5214,1549,370,2189,588,183370,7903,3417,17801,46560,3097,8858,9924
Male-45-54 years,285620,1252,5619,4062,1402,316,1223,310,177499,4102,2531,16278,39986,3236,4843,8816
Male-20-44 years,704378,2940,16522,10989,3457,764,2318,632,421937,7109,5436,36513,106676,8654,9759,26514
Male-Less than 20 years,213368,3174,5061,3965,917,162,623,275,122786,1554,3718,10461,34785,4061,2482,9764
Female-65 years and older,664985,2823,10317,12708,2839,505,6071,2332,348221,22303,7935,41137,115081,5374,30635,17673
Female-55-64 years,360641,1769,6972,6264,1691,316,2542,693,206770,9266,3935,20097,55932,3340,11259,10537
Female-45-54 years,308729,1278,5721,4567,1367,319,1370,356,193080,4643,2535,16583,45522,3468,5780,9684
Female-20-44 years,735803,2759,18820,11518,3449,731,2436,560,452229,7199,5280,33836,117164,8740,9921,25011
Female-Less than 20 years,221597,3268,5429,4196,1009,163,680,275,126559,1767,3821,10421,36357,4468,2777,10305
"Black or African American, non-Hispanic",131502,45,737,1468,84,44,87,36,96491,573,193,8658,15411,51,516,772
"Asian or Pacific Islander, non-Hispanic",165306,102,1471,1389,80,42,198,86,125705,1268,332,4839,20601,177,1327,1135
"American Indian or Alaska Native, non-Hispanic",176179,17057,21179,333,4943,111,2540,422,48418,674,19277,8744,14251,53,1355,1111
Unknown,400359,1064,13030,8655,3929,284,4541,1714,166190,11262,2024,28466,65864,2738,19638,27564
Other Race,640491,1023,8284,11367,1257,82,3944,1104,415561,13901,6083,29994,86810,3358,16504,16654
Hispanic or Latino,787435,511,6617,19338,3523,1861,1354,1224,413189,6658,2327,38107,160391,35475,7533,65061
"White, non-Hispanic",2073697,3471,38679,31768,6225,1727,12494,3743,1259530,51583,15457,120645,325266,7127,65415,31656
