Category,Gila
Total_doses_administered,50414
Total_people_one_dose,25158
Total_people_complete,22486
total_pouluation,25158
Male-65 years and older,5648
Male-55-64 years,2189
Male-45-54 years,1223
Male-20-44 years,2318
Male-Less than 20 years,623
Female-65 years and older,6071
Female-55-64 years,2542
Female-45-54 years,1370
Female-20-44 years,2436
Female-Less than 20 years,680
"Black or African American, non-Hispanic",87
"Asian or Pacific Islander, non-Hispanic",198
Hispanic or Latino,1354
"American Indian or Alaska Native, non-Hispanic",2540
Other Race,3944
Unknown,4541
"White, non-Hispanic",12494
