Category,Navajo
Total_doses_administered,88298
Total_people_one_dose,45693
Total_people_complete,38733
total_pouluation,45693
Male-65 years and older,7050
Male-55-64 years,3417
Male-45-54 years,2531
Male-20-44 years,5436
Male-Less than 20 years,3718
Female-65 years and older,7935
Female-55-64 years,3935
Female-45-54 years,2535
Female-20-44 years,5280
Female-Less than 20 years,3821
"Black or African American, non-Hispanic",193
"Asian or Pacific Islander, non-Hispanic",332
Unknown,2024
Hispanic or Latino,2327
Other Race,6083
"White, non-Hispanic",15457
"American Indian or Alaska Native, non-Hispanic",19277
