Category,Santa Cruz
Total_doses_administered,94149
Total_people_one_dose,48979
Total_people_complete,43058
total_pouluation,48979
Male-65 years and older,4475
Male-55-64 years,3097
Male-45-54 years,3236
Male-20-44 years,8654
Male-Less than 20 years,4061
Female-65 years and older,5374
Female-55-64 years,3340
Female-45-54 years,3468
Female-20-44 years,8740
Female-Less than 20 years,4468
"Black or African American, non-Hispanic",51
"American Indian or Alaska Native, non-Hispanic",53
"Asian or Pacific Islander, non-Hispanic",177
Unknown,2738
Other Race,3358
"White, non-Hispanic",7127
Hispanic or Latino,35475
