Category,Cochise
Total_doses_administered,142591
Total_people_one_dose,74318
Total_people_complete,64718
total_pouluation,74318
Male-65 years and older,10736
Male-55-64 years,5214
Male-45-54 years,4062
Male-20-44 years,10989
Male-Less than 20 years,3965
Female-65 years and older,12708
Female-55-64 years,6264
Female-45-54 years,4567
Female-20-44 years,11518
Female-Less than 20 years,4196
"American Indian or Alaska Native, non-Hispanic",333
"Asian or Pacific Islander, non-Hispanic",1389
"Black or African American, non-Hispanic",1468
Unknown,8655
Other Race,11367
Hispanic or Latino,19338
"White, non-Hispanic",31768
