Category,Santa Cruz
Total_doses_administered,109640
Total_people_one_dose,56595
Total_people_complete,44627
total_pouluation,56595
Male-65 years and older,4731
Male-55-64 years,3281
Male-45-54 years,3446
Male-20-44 years,9095
Male-Less than 20 years,6503
Female-65 years and older,5727
Female-55-64 years,3607
Female-45-54 years,3734
Female-20-44 years,9528
Female-Less than 20 years,6858
"American Indian or Alaska Native, non-Hispanic",57
"Black or African American, non-Hispanic",58
"Asian or Pacific Islander, non-Hispanic",186
Other Race,3530
Unknown,3878
"White, non-Hispanic",7581
Hispanic or Latino,41305
