Category,value
Hospitalizations,90300
Day,
Day_pct,
Apache,1215
Cochise,1124
Coconino,1869
Gila,989
Graham,479
Greenlee,80
La Paz,351
Maricopa,56279
Mohave,3113
Navajo,2348
Pima,10027
Pinal,6001
Santa Cruz,667
Yavapai,3089
Yuma,2669
0_5,
Less than 20 years,3358
20-44 years,19164
45-54 years,12787
55-64 years,16683
65 years and older,38257
Male,47412
Female,42837
Missing,
"White, non-Hispanic",44539
Hispanic or Latino,27576
"American Indian or Alaska Native, non-Hispanic",6218
"Black or African American, non-Hispanic",4455
"Asian or Pacific Islander, non-Hispanic",1466
Other Race,3879
