Category,Pinal
Total_doses_administered,519063
Total_people_one_dose,252997
Total_people_complete,220171
total_pouluation,252997
Male-65 years and older,37115
Male-55-64 years,18468
Male-45-54 years,16864
Male-20-44 years,38549
Male-Less than 20 years,12755
Female-65 years and older,42673
Female-55-64 years,20781
Female-45-54 years,17149
Female-20-44 years,35381
Female-Less than 20 years,12511
"Asian or Pacific Islander, non-Hispanic",5170
"Black or African American, non-Hispanic",9237
"American Indian or Alaska Native, non-Hispanic",9833
Unknown,30008
Other Race,31147
Hispanic or Latino,40922
"White, non-Hispanic",126680
