Category,Yuma
Total_doses_administered,314261
Total_people_one_dose,158203
Total_people_complete,127449
total_pouluation,158203
Male-65 years and older,16791
Male-55-64 years,10549
Male-45-54 years,9250
Male-20-44 years,28202
Male-Less than 20 years,12470
Female-65 years and older,19352
Female-55-64 years,11255
Female-45-54 years,10178
Female-20-44 years,26575
Female-Less than 20 years,12972
"Black or African American, non-Hispanic",834
"American Indian or Alaska Native, non-Hispanic",1179
"Asian or Pacific Islander, non-Hispanic",1217
Other Race,19048
Unknown,29501
"White, non-Hispanic",34837
Hispanic or Latino,71587
