Category,Cochise
Total_doses_administered,164487
Total_people_one_dose,81482
Total_people_complete,67077
total_pouluation,81482
Male-65 years and older,11287
Male-55-64 years,5568
Male-45-54 years,4348
Male-20-44 years,11675
Male-Less than 20 years,5519
Female-65 years and older,13215
Female-55-64 years,6588
Female-45-54 years,4886
Female-20-44 years,12387
Female-Less than 20 years,5908
"American Indian or Alaska Native, non-Hispanic",360
"Asian or Pacific Islander, non-Hispanic",1485
"Black or African American, non-Hispanic",1587
Unknown,9652
Other Race,11931
Hispanic or Latino,23270
"White, non-Hispanic",33197
