Category,Apache
Total_doses_administered,59443
Total_people_one_dose,28965
Total_people_complete,22548
total_pouluation,28965
Male-65 years and older,2771
Male-55-64 years,2016
Male-45-54 years,1618
Male-20-44 years,3826
Male-Less than 20 years,3924
Female-65 years and older,3331
Female-55-64 years,2169
Female-45-54 years,1583
Female-20-44 years,3728
Female-Less than 20 years,3991
"Black or African American, non-Hispanic",59
"Asian or Pacific Islander, non-Hispanic",131
Hispanic or Latino,567
Unknown,1107
Other Race,1133
"White, non-Hispanic",3625
"American Indian or Alaska Native, non-Hispanic",22343
