Category,Graham
Total_doses_administered,43003
Total_people_one_dose,20930
Total_people_complete,18444
total_pouluation,20930
Male-65 years and older,2391
Male-55-64 years,1580
Male-45-54 years,1437
Male-20-44 years,3559
Male-Less than 20 years,1116
Female-65 years and older,2901
Female-55-64 years,1718
Female-45-54 years,1417
Female-20-44 years,3590
Female-Less than 20 years,1209
"Asian or Pacific Islander, non-Hispanic",84
"Black or African American, non-Hispanic",92
Other Race,1298
Hispanic or Latino,3756
Unknown,4079
"American Indian or Alaska Native, non-Hispanic",5197
"White, non-Hispanic",6424
