Category,Navajo
Total_doses_administered,96697
Total_people_one_dose,48281
Total_people_complete,40174
total_pouluation,48281
Male-65 years and older,7251
Male-55-64 years,3545
Male-45-54 years,2666
Male-20-44 years,5691
Male-Less than 20 years,4204
Female-65 years and older,8194
Female-55-64 years,4067
Female-45-54 years,2680
Female-20-44 years,5607
Female-Less than 20 years,4340
"Black or African American, non-Hispanic",202
"Asian or Pacific Islander, non-Hispanic",351
Unknown,2231
Hispanic or Latino,2429
Other Race,6244
"White, non-Hispanic",15822
"American Indian or Alaska Native, non-Hispanic",21002
