date,Arizona_cume,Arizona,Apache_cume,Apache,Coconino_cume,Coconino,Cochise_cume,Cochise,Graham_cume,Graham,Greenlee_cume,Greenlee,Gila_cume,Gila,La Paz_cume,La Paz,Maricopa_cume,Maricopa,Mohave_cume,Mohave,Navajo_cume,Navajo,Pinal_cume,Pinal,Pima_cume,Pima,Santa Cruz_cume,Santa Cruz,Yavapai_cume,Yavapai,Yuma_cume,Yuma
2020-12-01,257,,2.0,,1.0,,3.0,,,,,,1.0,,,,151.0,,1.0,,,,5.0,,73,,1.0,,1.0,,7.0,
2020-12-02,283,26.0,3.0,1.0,2.0,1.0,,,,,,,,,,,168.0,17.0,,,1.0,,,,76,3.0,,,,,,
2020-12-03,307,24.0,5.0,2.0,,,,,,,,,,,,,177.0,9.0,,,,,,,84,8.0,,,,,8.0,1.0
2020-12-04,317,10.0,6.0,1.0,,,,,,,,,,,,,182.0,5.0,,,2.0,1.0,,,86,2.0,,,,,9.0,1.0
2020-12-05,321,4.0,,,,,,,,,,,,,,,184.0,2.0,,,,,,,87,1.0,,,,,,
2020-12-06,325,4.0,,,,,,,,,,,,,,,,,,,3.0,1.0,,,89,2.0,,,2.0,1.0,,
2020-12-07,348,23.0,8.0,2.0,,,,,,,,,,,,,193.0,9.0,,,4.0,1.0,,,92,3.0,,,,,,
2020-12-08,363,15.0,9.0,1.0,,,,,,,,,,,,,199.0,6.0,,,,,,,94,2.0,,,,,10.0,1.0
2020-12-09,383,20.0,11.0,2.0,,,,,,,,,,,,,207.0,8.0,,,,,6.0,1.0,103,9.0,,,,,,
2020-12-10,406,23.0,,,,,,,,,,,,,,,221.0,14.0,,,6.0,2.0,,,105,2.0,,,,,11.0,1.0
2020-12-11,424,18.0,,,,,,,,,,,,,,,229.0,8.0,,,,,,,114,9.0,,,,,,
2020-12-12,438,14.0,,,3.0,1.0,,,,,,,,,,,232.0,3.0,2.0,1.0,,,,,119,5.0,,,3.0,1.0,13.0,2.0
2020-12-13,448,10.0,12.0,1.0,,,,,,,,,,,,,237.0,5.0,,,,,,,122,3.0,,,,,,
2020-12-14,472,24.0,,,,,,,,,,,,,,,250.0,13.0,,,7.0,1.0,,,129,7.0,,,,,,
2020-12-15,568,96.0,16.0,4.0,12.0,9.0,4.0,1.0,,,,,,,,,285.0,35.0,,,11.0,4.0,,,156,27.0,,,,,,
2020-12-16,1219,651.0,45.0,29.0,144.0,132.0,5.0,1.0,,,,,,,,,336.0,51.0,4.0,2.0,38.0,27.0,11.0,5.0,166,10.0,,,6.0,3.0,19.0,6.0
2020-12-17,4498,3279.0,92.0,47.0,272.0,128.0,16.0,11.0,80.0,,,,69.0,68.0,,,1591.0,1255.0,,,113.0,75.0,48.0,37.0,1384,1218.0,9.0,8.0,10.0,4.0,44.0,25.0
2020-12-18,8254,3756.0,130.0,38.0,473.0,201.0,24.0,8.0,147.0,67.0,2.0,,109.0,40.0,,,3260.0,1669.0,6.0,2.0,184.0,71.0,82.0,34.0,2757,1373.0,16.0,7.0,,,45.0,1.0
2020-12-19,10834,2580.0,131.0,1.0,518.0,45.0,31.0,7.0,,,,,111.0,2.0,,,4916.0,1656.0,,,186.0,2.0,109.0,27.0,3493,736.0,20.0,4.0,13.0,3.0,48.0,3.0
2020-12-20,11932,1098.0,,,523.0,5.0,32.0,1.0,148.0,1.0,,,112.0,1.0,,,5910.0,994.0,,,188.0,2.0,120.0,11.0,3518,25.0,22.0,2.0,16.0,3.0,51.0,3.0
2020-12-21,17531,5599.0,147.0,16.0,531.0,8.0,44.0,12.0,195.0,47.0,16.0,14.0,148.0,36.0,10.0,,9072.0,3162.0,18.0,12.0,195.0,7.0,271.0,151.0,5028,1510.0,25.0,3.0,19.0,3.0,224.0,173.0
2020-12-22,25398,7867.0,158.0,11.0,588.0,57.0,305.0,261.0,241.0,46.0,42.0,26.0,170.0,22.0,29.0,19.0,13158.0,4086.0,79.0,61.0,274.0,79.0,520.0,249.0,6595,1567.0,72.0,47.0,385.0,366.0,870.0,646.0
2020-12-23,35325,9927.0,325.0,167.0,895.0,307.0,721.0,416.0,372.0,131.0,49.0,7.0,224.0,54.0,42.0,13.0,17854.0,4696.0,289.0,210.0,440.0,166.0,892.0,372.0,8479,1884.0,98.0,26.0,827.0,442.0,1601.0,731.0
2020-12-24,39215,3890.0,334.0,9.0,1219.0,324.0,831.0,110.0,433.0,61.0,53.0,4.0,293.0,69.0,,,19411.0,1557.0,423.0,134.0,548.0,108.0,962.0,70.0,9536,1057.0,123.0,25.0,877.0,50.0,1822.0,221.0
2020-12-25,39362,147.0,336.0,2.0,1318.0,99.0,,,,,,,,,,,19416.0,5.0,,,552.0,4.0,,,9544,8.0,,,893.0,16.0,,
2020-12-26,45927,6565.0,338.0,2.0,1386.0,68.0,853.0,22.0,443.0,10.0,54.0,1.0,321.0,28.0,,,24361.0,4945.0,587.0,164.0,554.0,2.0,1275.0,313.0,10338,794.0,129.0,6.0,931.0,38.0,1921.0,99.0
2020-12-27,48602,2675.0,,,1466.0,80.0,,,446.0,3.0,,,322.0,1.0,,,26594.0,2233.0,648.0,61.0,555.0,1.0,1351.0,76.0,10511,173.0,,,945.0,14.0,1922.0,1.0
