Category,Apache
Total_doses_administered,58094
Total_people_one_dose,28596
Total_people_complete,22401
total_pouluation,28596
Male-65 years and older,2756
Male-55-64 years,2006
Male-45-54 years,1601
Male-20-44 years,3771
Male-Less than 20 years,3839
Female-65 years and older,3315
Female-55-64 years,2147
Female-45-54 years,1577
Female-20-44 years,3682
Female-Less than 20 years,3894
"Black or African American, non-Hispanic",59
"Asian or Pacific Islander, non-Hispanic",129
Hispanic or Latino,563
Unknown,1102
Other Race,1119
"White, non-Hispanic",3603
"American Indian or Alaska Native, non-Hispanic",22021
