Category,Yavapai
Total_doses_administered,237592
Total_people_one_dose,115808
Total_people_complete,97937
total_pouluation,115808
Male-65 years and older,25603
Male-55-64 years,9087
Male-45-54 years,4985
Male-20-44 years,10062
Male-Less than 20 years,2803
Female-65 years and older,31283
Female-55-64 years,11531
Female-45-54 years,5949
Female-20-44 years,10296
Female-Less than 20 years,3061
"Black or African American, non-Hispanic",545
"Asian or Pacific Islander, non-Hispanic",1399
"American Indian or Alaska Native, non-Hispanic",1411
Hispanic or Latino,7899
Other Race,17043
Unknown,19239
"White, non-Hispanic",68272
