Category,Mohave
Total_doses_administered,178130
Total_people_one_dose,88715
Total_people_complete,75554
total_pouluation,88715
Male-65 years and older,20547
Male-55-64 years,8142
Male-45-54 years,4219
Male-20-44 years,7375
Male-Less than 20 years,1712
Female-65 years and older,22797
Female-55-64 years,9468
Female-45-54 years,4789
Female-20-44 years,7568
Female-Less than 20 years,1921
"Black or African American, non-Hispanic",598
"American Indian or Alaska Native, non-Hispanic",721
"Asian or Pacific Islander, non-Hispanic",1333
Hispanic or Latino,6995
Unknown,11435
Other Race,14252
"White, non-Hispanic",53381
