Category,Graham
Total_doses_administered,42376
Total_people_one_dose,20788
Total_people_complete,18364
total_pouluation,20788
Male-65 years and older,2380
Male-55-64 years,1575
Male-45-54 years,1433
Male-20-44 years,3536
Male-Less than 20 years,1094
Female-65 years and older,2887
Female-55-64 years,1713
Female-45-54 years,1411
Female-20-44 years,3563
Female-Less than 20 years,1184
"Asian or Pacific Islander, non-Hispanic",83
"Black or African American, non-Hispanic",90
Other Race,1296
Hispanic or Latino,3717
Unknown,4050
"American Indian or Alaska Native, non-Hispanic",5161
"White, non-Hispanic",6391
