Category,Arizona
Total_doses_administered,9295837
Total_people_complete,447895
total_pouluation,7189020
Total_people_one_dose,4557316
Male-65 years and older,558908
Male-55-64 years,325076
Male-45-54 years,293399
Male-20-44 years,726622
Male-Less than 20 years,248886
Female-65 years and older,681159
Female-55-64 years,370294
Female-45-54 years,316673
Female-20-44 years,760153
Female-Less than 20 years,256316
"Black or African American, non-Hispanic",137203
"Asian or Pacific Islander, non-Hispanic",173189
"American Indian or Alaska Native, non-Hispanic",193818
Unknown,414825
Other Race,657758
Hispanic or Latino,838735
"White, non-Hispanic",2141788
