Category,Cochise
Total_doses_administered,156173
Total_people_one_dose,78973
Total_people_complete,66068
total_pouluation,78973
Male-65 years and older,11069
Male-55-64 years,5411
Male-45-54 years,4244
Male-20-44 years,11385
Male-Less than 20 years,5058
Female-65 years and older,13000
Female-55-64 years,6444
Female-45-54 years,4770
Female-20-44 years,12054
Female-Less than 20 years,5437
"American Indian or Alaska Native, non-Hispanic",351
"Asian or Pacific Islander, non-Hispanic",1449
"Black or African American, non-Hispanic",1538
Unknown,9264
Other Race,11741
Hispanic or Latino,21946
"White, non-Hispanic",32684
