Category,Santa Cruz
Total_doses_administered,71493
Total_people_one_dose,40068
Total_people_complete,35736
Total_doses_ordered,49312
total_pouluation,53161
Male-65 years and older,3630
Male-55-64 years,2655
Male-45-54 years,3103
Male-20-44 years,7929
Male-Less than 20 years,2652
Female-65 years and older,4405
Female-55-64 years,2682
Female-45-54 years,2957
Female-20-44 years,7326
Female-Less than 20 years,2660
"American Indian or Alaska Native, non-Hispanic",18
"Black or African American, non-Hispanic",35
"Asian or Pacific Islander, non-Hispanic",99
Other Race,2049
Unknown,2345
"White, non-Hispanic",4861
Hispanic or Latino,30661
