Category,Cochise
Total_doses_administered,122807
Total_people_one_dose,69014
Total_people_complete,60538
Total_doses_ordered,90850
total_pouluation,130808
Male-65 years and older,10809
Male-55-64 years,5229
Male-45-54 years,3841
Male-20-44 years,9936
Male-Less than 20 years,2779
Female-65 years and older,12795
Female-55-64 years,6307
Female-45-54 years,4408
Female-20-44 years,9967
Female-Less than 20 years,2851
"American Indian or Alaska Native, non-Hispanic",328
"Black or African American, non-Hispanic",1305
"Asian or Pacific Islander, non-Hispanic",1319
Unknown,9261
Other Race,10498
Hispanic or Latino,16804
"White, non-Hispanic",29499
