Category,Mohave
Total_doses_administered,158551
Total_people_one_dose,91037
Total_people_complete,75276
Total_doses_ordered,133040
total_pouluation,216985
Male-65 years and older,21765
Male-55-64 years,8562
Male-45-54 years,4444
Male-20-44 years,7439
Male-Less than 20 years,1348
Female-65 years and older,24266
Female-55-64 years,9954
Female-45-54 years,4714
Female-20-44 years,6939
Female-Less than 20 years,1448
"Black or African American, non-Hispanic",632
"American Indian or Alaska Native, non-Hispanic",944
"Asian or Pacific Islander, non-Hispanic",1315
Hispanic or Latino,6540
Unknown,15253
Other Race,16104
"White, non-Hispanic",50249
