Category,Navajo
Total_doses_administered,78049
Total_people_one_dose,44006
Total_people_complete,37285
Total_doses_ordered,41810
total_pouluation,112825
Male-65 years and older,7005
Male-55-64 years,3643
Male-45-54 years,2578
Male-20-44 years,5424
Male-Less than 20 years,3102
Female-65 years and older,7688
Female-55-64 years,3903
Female-45-54 years,2605
Female-20-44 years,4794
Female-Less than 20 years,3230
"Black or African American, non-Hispanic",227
"Asian or Pacific Islander, non-Hispanic",422
Unknown,2231
Hispanic or Latino,2288
Other Race,8417
"White, non-Hispanic",14819
"American Indian or Alaska Native, non-Hispanic",15602
