Category,La Paz
Total_doses_administered,16528
Total_people_one_dose,9109
Total_people_complete,8069
Total_doses_ordered,19000
total_pouluation,22085
Male-65 years and older,3041
Male-55-64 years,653
Male-45-54 years,288
Male-20-44 years,442
Male-Less than 20 years,86
Female-65 years and older,2943
Female-55-64 years,818
Female-45-54 years,325
Female-20-44 years,413
Female-Less than 20 years,86
"Black or African American, non-Hispanic",0.0024151937644088
"Asian or Pacific Islander, non-Hispanic",0.0073553628279723
"American Indian or Alaska Native, non-Hispanic",0.0156987594686574
Hispanic or Latino,0.0974860028543199
Other Race,0.1148314853441651
Unknown,0.2759907783510813
"White, non-Hispanic",0.4862224173893952
