Category,Gila
Total_doses_administered,47943
Total_people_one_dose,26435
Total_people_complete,23829
Total_doses_ordered,36470
total_pouluation,55159
Male-65 years and older,5636
Male-55-64 years,2469
Male-45-54 years,1467
Male-20-44 years,2737
Male-Less than 20 years,373
Female-65 years and older,5972
Female-55-64 years,2810
Female-45-54 years,1588
Female-20-44 years,2878
Female-Less than 20 years,445
"Black or African American, non-Hispanic",0.0032154340836013
"Asian or Pacific Islander, non-Hispanic",0.0091167013429166
Hispanic or Latino,0.0425193871760923
Other Race,0.1705693209759788
"American Indian or Alaska Native, non-Hispanic",0.1837715150368829
Unknown,0.1938717609230187
"White, non-Hispanic",0.3969358804615094
