Category,Gila
Total_doses_administered,47509
Total_people_one_dose,24757
Total_people_complete,22277
total_pouluation,24757
Male-65 years and older,5569
Male-55-64 years,2161
Male-45-54 years,1222
Male-20-44 years,2285
Male-Less than 20 years,565
Female-65 years and older,6005
Female-55-64 years,2509
Female-45-54 years,1357
Female-20-44 years,2395
Female-Less than 20 years,631
"Black or African American, non-Hispanic",78
"Asian or Pacific Islander, non-Hispanic",200
Hispanic or Latino,1336
"American Indian or Alaska Native, non-Hispanic",2383
Other Race,4437
Unknown,5129
"White, non-Hispanic",11194
