Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,8276606,38634,171322,133170,38112,7876,47509,15345,4886794,157761,83806,446091,1324913,86269,206430,259144
Total_people_complete,373430,16660,79386,63752,17814,3624,22277,7208,2230972,72761,38255,210464,607957,42502,94463,121300
total_pouluation,7189020,21312,87092,71448,19702,4083,24757,8159,2473902,84220,44073,234060,668574,46009,109856,137753
Total_people_one_dose,4259681,21312,87092,71448,19702,4083,24757,8159,2473902,84220,44073,234060,668574,46009,109856,137753
Male-65 years and older,533885,2252,9005,10504,2331,496,5569,2254,275122,19463,6921,35075,87669,4388,24252,14868
Male-55-64 years,311915,1548,6082,5088,1539,371,2161,582,181673,7805,3382,17603,46005,3041,8733,9701
Male-45-54 years,281235,1176,5540,3937,1391,312,1222,303,175273,4031,2480,15994,39402,3154,4780,8674
Male-20-44 years,690432,2780,16252,10655,3397,761,2285,609,415021,6961,5331,35327,104664,8468,9543,25890
Male-Less than 20 years,189152,2705,4178,3364,845,145,565,249,111522,1454,3221,9595,29305,3230,2231,7993
Female-65 years and older,654421,2641,10195,12501,2803,496,6005,2303,344659,21908,7819,40659,113742,5286,30115,17374
Female-55-64 years,356001,1642,6888,6169,1676,317,2509,687,204939,9179,3864,19927,55372,3284,11147,10342
Female-45-54 years,304177,1187,5678,4447,1358,315,1357,356,190835,4568,2480,16338,44917,3348,5680,9535
Female-20-44 years,721391,2596,18516,11174,3406,720,2395,542,444801,7034,5164,33171,115090,8417,9691,24393
Female-Less than 20 years,197531,2777,4501,3515,944,148,631,258,115649,1644,3376,9626,30977,3338,2536,8529
"Black or African American, non-Hispanic",120789,47,666,1364,80,42,78,32,89485,522,184,8038,13582,48,485,688
"Asian or Pacific Islander, non-Hispanic",154124,110,1397,1331,90,41,200,85,117663,1194,355,4565,18914,169,1244,1047
"American Indian or Alaska Native, non-Hispanic",160933,14685,18970,307,4727,102,2383,371,45504,635,17105,8241,13062,48,1228,1051
Unknown,475111,1516,15338,9657,4216,310,5129,1895,195269,13332,2658,31958,84327,2916,24866,30547
Other Race,681693,1230,10420,11459,1530,109,4437,1170,446646,14984,7794,30713,93815,3128,17102,15232
Hispanic or Latino,754711,485,6299,17782,3452,1822,1336,1179,399781,6479,2254,36937,153408,32980,7282,61033
"White, non-Hispanic",1912320,3239,34002,29548,5607,1657,11194,3427,1179554,47074,13723,113608,291466,6720,57649,28155
