Category,Navajo
Total_doses_administered,83806
Total_people_one_dose,44073
Total_people_complete,38255
total_pouluation,44073
Male-65 years and older,6921
Male-55-64 years,3382
Male-45-54 years,2480
Male-20-44 years,5331
Male-Less than 20 years,3221
Female-65 years and older,7819
Female-55-64 years,3864
Female-45-54 years,2480
Female-20-44 years,5164
Female-Less than 20 years,3376
"Black or African American, non-Hispanic",184
"Asian or Pacific Islander, non-Hispanic",355
Hispanic or Latino,2254
Unknown,2658
Other Race,7794
"White, non-Hispanic",13723
"American Indian or Alaska Native, non-Hispanic",17105
